_hyponym,_hypernym,9128,20,0.9978137297770004
_member_holonym,_member_meronym,2001,5,0.9975074775672981
_instance_hypernym,_instance_hyponym,141746,0,1.0
_also_see,_hyponym,6,4575,0.0013097576948264572
_part_of,_has_part,1300,8,0.9938837920489296
_instance_hyponym,_instance_hypernym,145536,0,1.0
_synset_domain_topic_of,_member_of_domain_topic,788,15,0.9813200498132005
_member_of_domain_usage,_synset_domain_usage_of,6384,0,1.0
_member_of_domain_region,_synset_domain_region_of,236,3,0.9874476987447699
_synset_domain_usage_of,_member_of_domain_usage,7728,0,1.0
_member_holonym,_derivationally_related_form,12,1008,0.011764705882352941
_synset_domain_topic_of,_derivationally_related_form,6,413,0.014319809069212411
_has_part,_member_of_domain_topic,4,1051,0.0037914691943127963
_derivationally_related_form,_member_meronym,7,1011,0.0068762278978389
_hypernym,_also_see,6,4573,0.001310329766324525
_has_part,_member_of_domain_region,6,770,0.007731958762886598
_hyponym,_member_of_domain_topic,6,4969,0.001206030150753769
_hyponym,_verb_group,6,4573,0.001310329766324525
_hypernym,_synset_domain_topic_of,6,4970,0.0012057877813504824
_hyponym,_derivationally_related_form,4,4587,0.0008712698758440427
_derivationally_related_form,_hypernym,4,4585,0.0008716495968620615
_part_of,_synset_domain_topic_of,6,1050,0.005681818181818182
_hypernym,_verb_group,2,4575,0.00043696744592527855
_derivationally_related_form,_member_of_domain_topic,2,414,0.004807692307692308
